ID,Job Title,Salary,Experience,Company,Details,Address,Employees,Date,Link
Job ID: 430525,Junior Account Executive (Competitive Salary & Benefits + Signing Bonus for Cum Laude/Latin Honors),"PHP 25,000 - 35,000 per month",1 Year or Less,Sprobe Inc.,"Graduate of BS Accountancy, CPA is a must
Graduates with Latin Honours (Cumlaude and above) will enjoy signing and joining bonus
1 year of relevant working experience doing a full set of accounts is a plus
Fresh graduates and newly certified accountants are welcome
With BPO experience is an advantage
Excellent attention to detail with strong analytical skills.
Able to multi-task in a fast-moving environment
Can work with less supervision
Customer service-oriented mindset
Candidates must be willing to learn new things and likes to challenge themselves. We want someone who can think for themselves.
Solid understanding of MS Excel formulas such as VLOOKUP & IF functions
Must be willing to work on new projects & ad hoc tasks assigned by the management
Manage full set of accounts using accounting software
Analyze accounts based on IFRS
Month-end closing process and quarterly financial reports for management purposes
Preparation of annual financial statements in accordance with IFRS at the end of the financial year
Consolidation of subsidiary accounts
Preparation of audit schedules and liaise with auditors
A competitive, industry benchmarked and cost-of-living linked salary, reviewed annually
Performance bonus
Long service loyalty incentives
Non-taxable allowances
Cash conversion of unused leave credits
Trainings with equivalent CPD units
Business travel opportunities to Singapore as early as one year service completion
Work deployment in Singapore
Liaise and work together with different nationalities
Hybrid work arrangement with allowances
Engaging company activities
Fixed weekends off
HMO Coverage with 1 dependent
Life insurance plan
Covid-19 medical paid leave credits","Cebu IT Tower 2, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/430525/cebu/junior-account-executive-competitive-salary--and--benefits--signing-bonus-for-cum-laude-latin-honors?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 421448,Senior Accountant (Hybrid),N/A,5+ Years,Arcanys,"Reconcile balance sheet and general ledger accounts
Perform monthly general ledger closing
Analyze financial information and summarize financial status
Spot errors and suggest ways to improve efficiency
Review and recommend modifications to accounting systems and procedures
Cash flow management or forecasting
Provide input into department’s goal setting process
Prepare financial statements and produce budget according to schedule
Assist with annual audit preparations
Investigate and resolve audit findings, account discrepancies, and issues of non-compliance
Payroll reliever
Support month-end and year-end close process
Develop and document business processes and accounting policies to maintain and strengthen internal controls
Ensure compliance with GAAP principles
Liaise with our CFO to improve financial procedures
Performing other accounting duties and supporting the team as required or assigned
BS degree in Accounting, Finance or relevant
Relevant certification (CPA) will be preferred
At least 5 years experience as a senior accountant
Thorough knowledge of basic accounting procedures
In-depth understanding of Generally Accepted Accounting Principles (GAAP)
Awareness of business trends
Familiarity with financial accounting statements
Experience with general ledger functions and the month-end/year-end close process
Hands-on experience with MYOB or any accounting software packages, like FreshBooks and QuickBooks
Advanced MS Excel or Google Sheets skills
Accuracy and attention to detail
Aptitude for numbers and quantitative skills
Toastmasters, English Classes, and other learning opportunities.
Top compensation based on expertise – we are only looking for top talent and pay accordingly.
Standard 5-day work week from Monday to Friday.
Flexible working schedule. You can choose your working hours (within reason).
Flat management style and open-door policy - no micromanagement and your voice is being heard!
Enrolment to HMO for a maximum of 3 immediate dependents on your 1st day.
Incentive-based wellness program.
Free consultations with Arcanys registered nutritionist-dietitians.","Lahug, Cebu City, Cebu",201-500 employees,"Posted On: July 30, 2023",https://www.mynimo.com/jobs/view/421448/cebu/senior-accountant-hybrid?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433635,Telecollector,N/A,2 to 4 Years,Worldwide Steel Group Inc.,"Responsible for tele-collection for out of town and local customers
Assigned in accounting check and online payments
Reconciliation of accounts with lacking payments
Perform necessary routines to address customers' needs leading to collections such as preparing the statement of account, faxing, etc.
Regularly prepare weekly and monthly collection report.
Must be a graduate of any business-related degree but preferably a BS Accountancy graduate
Preferably with one year experience but fresh graduates are welcome to apply
Must possess good communication skills, detail-oriented and must be a computer literate.","Ext, Sacris Rd, Tipolo, Mandaue City, Cebu",201-500 employees,"Posted On: July 29, 2023",https://www.mynimo.com/jobs/view/433635/cebu/telecollector?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433140,Accounting Staff,"PHP 14,000 - 15,000 per month",1 Year or Less,"Cebu Oversea Hardware Co., Inc.","Graduate of Accountancy, Management Accounting, or equivalent
Computer literate (Word, Excel, and PPT)
Experience using SAP or related accounting system will be an advantage but not required
With or without experience in Account Payables, Importation
Willing to be trained","82 Plaridel St., Ermita, Cebu City, Cebu",501-1000 employees,"Posted On: July 29, 2023",https://www.mynimo.com/jobs/view/433140/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433196,Audit Staff,"PHP 13,000 - 15,000 per month",1 Year or Less,Mactan Rural Bank,"Graduate of any Accounting related course
Preferably with banking and auditing experience
Hardworking, honest, result-oriented, and has good analytical skills.
Good oral and written communication skills.
Computer literate.
Willing to be assigned in Lapu Lapu Head Office
Health Insurances
Vacation Leave and Sick Leave
Yearly Annual Increase
2 days off
Bonus
13th month and 14th month Pay
AND MANY MORE!","MYFC Bldg. M. Patalinghug Ave., Pajo, Lapu-Lapu City, Cebu",51-200 employees,"Posted On: July 29, 2023",https://www.mynimo.com/jobs/view/433196/cebu/audit-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433139,Accounting Staff,N/A,1 Year or Less,Mazda Cebu,"Willing to be assigned in our affiliated company in Mandaue City.
Prepares payment request, accounts payable voucher and other accounting documents indicating all data including accounting entries and attached all supporting documents evidencing the validity of all transactions.
Takes charge of attaching the purchase orders to receiving reports and follow up incomplete documents from purchasing in-charge.
Coordinates with Accounting Manager in scheduling of check releasing.
Prepares payroll forwarded by timekeeping in-charge.
Submits monthly SSS, PHIC and HDMF payment forms.
Files all accounting records in a systematic and orderly manner for easy retrieval.
Performs other related duties assigned from time to time.","New Ouano Avenue North Reclamation Area, Mantuyong, Mandaue City, Cebu",51-200 employees,"Posted On: July 29, 2023",https://www.mynimo.com/jobs/view/433139/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432305,Accounting Staff,"PHP 12,000 - 15,000 per month",2 to 4 Years,Work Essentials Trading,"Familiarity with Bookkeeping and Basic Accounting Procedures
Competency in MS Office (Word/Excel)
Accuracy and attention to details","Beside UHA Caregiver Academy (Mandaue), near Club Hatchi, Tipolo, Mandaue City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432305/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432978,Urgent Hiring ! Accountant,N/A,2 to 4 Years,Strategic Office Support Incorporated,"Perform routine accounting procedures such as bank, credit card, and payroll account reconciliations, accounts receivable, and accounts payable, as well as other accounting-related functions as requested by clients
Prepare monthly and quarterly financial statements with supporting reconciliations · Conduct month-end, quarter-end, and year-end closing tasks inclusive of annual filings
Communicate open items or anomalies to the manager and follow up to ensure items are fully resolved · Produce ad-hoc reports for clients and/or management upon request
Assist with other special accounting projects as needed
Support self-service customers with accounting questions
Conduct quarterly analysis of self-service customers accounting, including potential errors and recommendations ·
Bachelor’s degree in Accounting, Finance, Business, or a related field preferred
Certified Public Accountant (CPA) designation is highly preferred
5 years of accounting experience
Experience with QuickBooks and related software tools
Strong English communication skills as this is a client-facing role
Growth-driven and team mindset individual
Ability to work independently and manage multiple projects and deadlines
Analytical skills with particular attention to detail
Experience in a multi-client environment is highly preferred
Ability to work independently and manage multiple projects and deadlines
Willing to work on a hybrid setup
Competitive salary package, company bonuses, and performance incentives
Weekends Off
Paid Training
20 Paid- Time Off Credits (Vacation Leaves and Sick Leaves)
Monthly engagement programs
Night differential
Healthy and encouraging work environment
Career growth and promotion opportunities
HMO-Intellicare w/ 100k Member Benefit Limit
Dental Coverage w/ Dental Network Company","Oakridge Business Park, A.S. Fortuna St., Banilad, Mandaue City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432978/cebu/urgent-hiring--accountant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433114,Accounting Clerk / Office Staff,N/A,No Experience,Cebu FEDCO Marketing Corporation,"Maintains Records and Filing Documents including invoices.
Monitoring and Analyzing Customer's Accounts Receivables
Encoding sales orders, official receipts
Provides Sales and Admin Support
Performs tasks that maybe assigned to his/her.
Graduate of any Business Course
Computer Literate with proficiency in MS Office Application
Works with Minimal Supervision
Flexible in Work place
Attention to detail and ability to multi-task
Full Time Position available
Fresh Graduates are welcome to apply
Government mandated benefits
Rice Subsidy
HMO, APE, Dental, Group Life Insurance
13th Month Pay
Uniform","Kamputhaw, Cebu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433114/cebu/accounting-clerk---office-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433050,Accounting Staff,N/A,No Experience,Asia-Pacific Business Legal Consulting (ABC Legal),"Graduate of any 4 years, Accounting/Business Administration Course
Male or Female
Preferrably fresh graduate of any university in Cebu
With pleasing personality
Excellent verbal and written communication skills
Proficient in numbers and in the use of office computer applications
Organized, very keen to details with good working attitude and can work under pressure
Must be a resident of Lapu-Lapu or Mandaue cities","Unit 2G, BF Mactan Strip I, M.L. Quezon Ave., Pajo, Lapu-Lapu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433050/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432485,Accounting Staff,N/A,1 Year or Less,Helpmate Incorporated,"Preferably with a Bachelor's Degree in Accountancy / Management Accounting or any Business related field;
At least one (1) year relevant experience as Accounting Staff handling bank reconciliation, bookkeeping, Financial Statements, and Budgeting;
With experience in Payroll, Timekeeping, SSS, Pag-ibig, Philhealth, BIR remittances and reporting;
Must have good personality, communication skills both oral and written, and interpersonal skills;
Must be meticulous, flexible, very organized, and possesses maturity to handle pressures;
Proficient use of all Microsoft programs;
Previous applicants need not to apply; and
Fresh graduates are welcome to apply","2/F Kintanar Building, 330 N. Bacalso Avenue, Duljo, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432485/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432487,Controller,N/A,2 to 4 Years,Helpmate Incorporated,"Must be a Certified Public Accountant
At least 3 years of corporate accounting experience
Bachelor’s Degree in Accountancy
Excellent communication (oral and written) and creative thinking skills;
English language fluency;
High attention to detail and excellent analytical skills
Can deal and handle highly complex problems and tasks involving new or constantly changing problems or situations;
Excellent time management skill","2/F Kintanar Building, 330 N. Bacalso Avenue, Duljo, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432487/cebu/controller?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432566,Accounting Assistant,N/A,No Experience,EGS Asia Inc.,"Preferably FEMALE with Accounting related course
Must be of good moral character and willing to work under pressure and with good communication skills.
Process payables
Preparation of vouchers
Checking of attachments
Encoding of vouchers to XERO
Preparation of checks
Preparation of deposit slips, if needed
Monitor liquidation of advances
Encoding of liquidations to XERO","Building 1, Cebu Yacht Club, Ibo, Lapu-Lapu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432566/cebu/accounting-assistant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432694,Accountant,N/A,Managerial / Supervisory,Abejo Waters Corporation,"Candidate must be a CPA
Preferably 5 years experience in finance and accounting with experience in supervising or managing a team
Must have an in-depth knowledge of accounting principles and procedures, financial regulations, and best practices
Strong understanding of financial analysis, budgeting, and forecasting
Knowledge in Quickbooks is an advantage
Advanced knowledge in MS Excel
Highly organized and keen to details
With excellent interpersonal and communication skills
Excellent leadership and interpersonal skills to motivate the team
1 full-time position available","AWC Corporate Office Gov. M. Cuenco Ave., Banilad, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432694/cebu/accountant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432695,Accounting Staff,N/A,1 Year or Less,Abejo Waters Corporation,"Candidate must possess a Bachelor's / College Degree Finance, Accountancy, Banking, Commerce or equivalent
At least 1-2 years of working experience in the related field is required for this position
Proven accounting experience, preferably as an  Accounts receivable clerk or Accounts payable clerk
The candidate should have an understanding of general fund accounting principles
With experience on using Quickbooks
Must be highly organized and with excellent multi-tasking skills and ability to prioritize activities effectively
With above average skills in time management
Ability to perform filing and record keeping tasks
Can formulate accounting procedures and manual to comply with BIR Requirements
Preparing bank deposits, general ledger postings and statements
1 full-time position available","AWC Corporate Office Gov. M. Cuenco Ave., Banilad, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432695/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 428464,Accounting Staff,N/A,1 Year or Less,Asia's Best Industrial Sales Corporation,"Male or Female, preferably Female.
Must be an Accounting graduate or any Business related Course.
With experience in Accounts Receivable, Accounts Payable & Bookkeeping
Ability to maintain confidentiality concerning Financial Files
Good analytical and problem solving skills
Keen to details and high level of accuracy.
Able to handle Multi task assignment.
Willing to be trained","Don Serging Osmeña Ave., North Reclamation Area, Mabolo, Cebu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/428464/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 430419,Accounting Staff,N/A,No Experience,Cebu APC Finance Corporation,"Must possess Bachelor's Degree in Accountancy, Management Accounting, Banking and Finance, Business Administration or any business related degree
Preferably with at least 1 year working experience in General Accounting but fresh graduates may also apply
Detail oriented, dedicated & with good leadership skills
Highly organized and can meet deadlines
With good communication skills
Honest and hardworking
Can work with less supervision","Unit 201 TPE Bldg., Banilad, Cebu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/430419/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432740,Accounting Associate,"PHP 12,000 - 13,000 per month",No Experience,Casa Verde,"Graduate of BS-Accounting, Financial Management or any Business related courses
Must be Knowlegeable in Microsoft office
Can work less supervision
Can mingle with other employees
The primary duty is to assist Accountant by providing the required data
Physical inventory count all branches
Encode and summarize daily sales reports
Encode and summarize monthly sales report
Daily preparation of check vouchers
Encash petty cash replenishments
Check deposits (request of management)
Filling the receipts/documents after releasing of checks
Filling of reviewed daily sales reports
Filling of daily POS supports and credit card slips
Filling of weekly items sold tally
Assist Accounting Manager in the preparation of reports for BOD meeting, supports gathering, and other tasks as needed.
Update Management Charges
Track and record the completeness and correctness of third-party food delivery (e.g. Grab Food, Food Panda) sales and receivables.
Renewal of Permits
Performs other duties that may be assigned from time to time.","69 Lim Tian Teng Street, Santa Cruz, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432740/cebu/accounting-associate?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433613,Accounting Staff,N/A,No Experience,"Eighty-Eighth Floor Gifts, Inc - Lapu-Lapu","Graduate of Accountancy or any accounting related courses
Keen, meticulous, and well organized
Good interpersonal skill
Can work with less supervision.
Fresh graduates are welcome to apply.
Assist in the processing of daily transactions and scheduling of payments to local suppliers covered by Purchase Order, Receiving Reports and Supplier’s Invoices
Assist in the check issuances for urgent COD purchases and Cash Flows updating
AP Invoicing and replenishment of Revolving Fund Liquidations from purchasing and Cash Flows updating
Payment processing of Freight Request Billings and Cash Flows updating
MWS Monthly Checking
Accounting documents filing
Old Files (IP &88th) documents scanning before disposal
Cover the urgent task/request that can’t be performed momentary by the concern staff and cover the responsibilities of on-leave staff of the team
BIR and other outside errands
Other task that might be assigned in the future as the need arises","MEPZ 2, Basak, Lapu-Lapu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433613/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 259413,Accounting Staff,N/A,1 Year or Less,First Auto - LPG Gas Holdings Corporation,"Encoding of transactions
Verification of documents and transaction records
Candidate must possess at least Bachelor’s Degree in Business Course or any related courses.
Knowledge in Peachtree accounting software is an advantage.
Responsible, hardworking and Attentive to details
With Good interpersonal skills and passion for customer service
Proficient in MS Office Application (Word, Excel).
With experience in Sales Validation is an advantage
With skills in time management
Willing to be trained","Highway 77 cor. Jack Panis St., Talamban, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/259413/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433608,Finance & Accounting Staff,N/A,No Experience,RCAL Trucking and Trading,"Bachelor's degree in BS in Accountancy or Management graduate.
With or without experience
Willing to be trained
Excellent communication skills, both written and verbal.
Strong numeracy and analytical skills.
Good problem-solving and time-management skills.
Highly organized and detail-orient","Castilex Compound Mandaue North Central, Cabancalan, Mandaue City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433608/cebu/finance--and--accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433093,Credit Account Specialist,N/A,1 Year or Less,CEED Marketing Corporation,"Graduate of BA Political Science and other related course
Preferably with experience in handling matters on Credit and Collection
Must be knowledgeable of basic MS Applications (Word, Excel, PPT, etc)
Excellent in oral and written communication
Keen to details and must be investigative
Fresh graduates are welcome to apply
Willing to start ASAP
Government-mandated benefits: SSS, PHILHEALTH, PAGIBIG, and 13th Month Pay
Health Insurance
Medicine Reimbursement
Leave (e.g. Vacation, Sick, Emergency) credits convertible to cash
Monthly Cash Commissions
Incentives
Birthday Pack AND MORE!","Pier 4 North Reclamation Area, Carreta, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433093/cebu/credit-account-specialist?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 430614,Junior Accountant,N/A,2 to 4 Years,"Eleven 22 Sales, Inc.","Bachelor's Degree in Accounting or Management Accounting
Working knowledge of Peachtree
Strong numeracy and analytical skills
Good problem-solving and time-management skills
Highly organized and detail-oriented","660 National Highway, Basak, Mandaue City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/430614/cebu/junior-accountant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433605,Treasury Officer,N/A,2 to 4 Years,Worldwide Steel Group Inc.,"Project monthly, weekly, and daily cash flows.
Analyze projected monthly cash flows versus actual and make an analysis.
Monitor dollar rates and purchase when needed.
Manage bank loans payable.
Process bank documentation.
Graduate of Accountancy.
At least 1-year of experience in the same field.
High attention to detail, strong analytical skills, and can work under pressure.
Joyful, Proactive, Conscientiousness, and trustworthy.
Proficient in Microsoft Office","Ext, Sacris Rd., Tipolo, Mandaue City, Cebu",201-500 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433605/cebu/treasury-officer?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432935,Accounting Officer,N/A,2 to 4 Years,Tancor Realty & Development Corporation,"A graduate in Bachelor’s degree in Finance/Accountancy required.
With at least 3 years experience in hands-on accounting work
Knowledge and competency in accounting principles
Proficiency in MS Excel and other accounting software
Fresh graduates are welcome to apply.
Managing a company’s accounts payable and receivable
BIR reports (common monthly reports)
Tax and Statutory Compliance
Prepare and review financial documents, reports, and statements.
Reporting, information and records keeping
Evaluating internal management systems, procedures, and risks in order to provide recommendations.","Kasambagan, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432935/cebu/accounting-officer?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431944,Sr. Accounting Officer,N/A,2 to 4 Years,Knottical Power Energy Corporation (KPEC),"Performs initial review of financial transactions;
Performs ad hoc duties as assigned by Finance Manager and CEO
Ensures timely completion and accuracy of financial records
Communicates and resolves any discrepancies;
Checking of account entries per transaction;
Reconciliation of all balance sheets and income statements
Coordinates the monthly closing activities of the Department;
Performs validation of the reconciliation of accounts between the financial statement and the subsidiary ledgers;
Monthly withholding tax computations;
Monthly expanded withholding tax computations;
Quarterly Income Tax Computation;
Other required taxes.
Performs other functions as may be required.
Performs Payroll for at least 35 employees
A graduate of BS in Accountancy or Management Accounting;
CPA is an advantage;
Excellent analytical skills with attention to detail
Minimum of 4 years of relevant experience in general accounting;
At least 1 year of work experience in people Management;
Sound financial reporting and analysis and problem-solving skills;
Proficient in MS Office and Google Workspace applications;
Good communication, interpersonal, time management, and presentation skills;
Willing to work onsite
Experience with accounting software, like SAP and QuickBooks.
Competitive Compensation Package
Guaranteed performance-based salary appraisal after six months probationary period
Paid 7 days VL,5 days SL, and 1 day Birthday Leave
Government mandatory benefits (SSS, Philhealth & Pag ibig)
HMO
Weekend rest day
Yearly Team Building & other company event
Friendly working environment.
Birthday incentives (birthday cakes, etc.)","Kiener Hills, Kiener Compound, Pusok, Lapu-Lapu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/431944/cebu/sr-accounting-officer?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433594,Accounting Staff,N/A,1 Year or Less,QSM Inc.,,"20 Jabbe Properties Inc, Marciano Quizon St., Alang-alang, Mandaue City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433594/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433098,Junior Auditor,N/A,No Experience,"Detalia Aurora, Inc.","Accounting graduate
Fresh graduates are acceptable
can work with minimum supervision
Hardworking
Honest
To countercheck payroll, payment requests, material requisitions, receiving reports, and others
To recommend improvements for systems and procedures for better control
To ensure accurate record keeping
Mandatory government benefits (SSS, PhilHealth, HDMF)
Vacation Leave / Sick Leave benefits once regularized
Regularization after 6 months (with pay raise) depending on performance
Occasional company incentives like free snacks, coffee, water, trips, team buildings, workshops, outings etc.
8:00AM to 5:00 PM Monday to Saturday","Zone Paliya, Pakna-an, Mandaue City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433098/cebu/junior-auditor?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433580,Finance & Accounting Supervisor,N/A,Managerial / Supervisory,Brilliant Metal Craft and Machine Design,,"EMD Building, C. Borces St., Mabolo, Cebu City, Cebu",11-50 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433580/cebu/finance--and--accounting-supervisor?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432816,Accounting Staff,N/A,No Experience,Company Confidential,"Candidate must be a College Graduate in Business or Accounting-related courses.
With or without experience
Fresh graduates are also welcome to apply
Familiar with any accounting systems
Proficient in Microsoft Office","Opao, Mandaue City, Cebu",201-500 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/432816/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433141,Accounts Receivable Coordinator,N/A,1 Year or Less,"OfficePartners 360, Inc.","Ensure timely collection of payments via phone, email, and text message communication with students who are overdue
Negotiate with clients in non-payment cases
Prepare weekly, monthly ad-hoc forecasting reports
Maintain accurate records of all student interactions.
Provide updates and reports where necessary with company partners.
Support the team with regular updates of student accounts.
Work closely with the Internal Finance team to ensure finance metrics are met.
Follow accounting procedures.
Comply with all regulation requirements
Proven work experience in Accounts Receivable
Excellent analytical skills along with the ability to create and present detailed reports
Ability to accurately process numerical data
Strong communicator who is empathetic and comfortable with negotiation
Problem-solving attitude
Confidentiality
3+ years Experience in an administrative support role. Bursar's office/collections experience a plus.
Knowledgeable with MS and Google Applications.
Knowledge of Slack, Canvas, and Confluence a plus
Experience and/or background in higher education or certificate programs
Demonstrated ability to work independently, with high attention to detail, and delivery within deadlines
Demonstrate sensitivity to diverse populations
Strong organizational and prioritization skills
Can effectively manage a variety of complex initiatives in varying environments and cultures
Highly motivated and determined to reach target-driven goals
Excellent command of the English language, in both written and verbal communications
Behavioral elements such as adaptability, resilience, resourcefulness, enthusiasm, and meticulousness are highly preferred","Luz, Cebu City, Cebu",51-200 employees,"Posted On: July 28, 2023",https://www.mynimo.com/jobs/view/433141/cebu/accounts-receivable-coordinator?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432590,Accountant/Internal Auditor,"PHP 40,000 - 45,000 per month",1 Year or Less,The Queen City Food Chain Inc. - Dunkin Donuts,"Ensures compliance with local tax regulations thru accurate preparation and timely submission of returns (monthly, quarterly, annual) and payment of taxes due.
Ensures timely and accurate tax recording and reporting.
Act as a primary contact for the Company and make representation during Government tax audits.
Liaises with the external auditor for tax-related matters during the annual audit.
Reviews the local tax laws or research the Company's processes from the entity and transactional level of offer possible tax savings opportunities.
Facilitate remediation of audit findings from internal and external audits.
Review and reconcile tax accounts to ensure accuracy and completeness of tax payments and compliance with tax laws.
Monitor and accurately file eWT and VAT payments according to the regulations and policies of the BIR.
Coordinate with other departments, such as Accounting and Legal, to ensure compliance with tax regulations and policies.
CPA / Bachelor's degree in Accounting, Finance & any related field.
At least 1 year experience in tax compliance, preferably in Food industry.
In-depth knowledge of local taxes (Corporate Tax, VAT, Final Taxes, MST, FBT, Income tax amongst others including the filing of returns and forms), Business permit filings, SEC filings, and Philippines Accounting standards.
Experience in monitoring and accurately filing of expanded Withholding Tax (eWT) and input tax.
Experience in dealing with BIR Audit
Detail-oriented and organized to manage multiple tasks and deadlines simultaneously.
Proficient in Microsoft Office applications, particularly in Excel.
Willingness to work in fast-paced environment and adapt to changes in policies and procedures.","1058 Hernan Cortes Street, Subangdaku, Mandaue City, Cebu",201-500 employees,"Posted On: July 27, 2023",https://www.mynimo.com/jobs/view/432590/cebu/accountant-internal-auditor?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
